Year,Race,Driver,Constructor,Position,Points
2015,Australian Grand Prix,Kvyat,Red Bull,16,0.0
2015,Australian Grand Prix,Magnussen,McLaren,17,0.0
2015,Australian Grand Prix,Bottas,Williams,18,0.0
2015,Austrian Grand Prix,Rosberg,Mercedes,1,25.0
2015,Austrian Grand Prix,Hamilton,Mercedes,2,18.0
2015,Austrian Grand Prix,Massa,Williams,3,15.0
2015,Austrian Grand Prix,Vettel,Ferrari,4,12.0
2015,Austrian Grand Prix,Bottas,Williams,5,10.0
2015,Austrian Grand Prix,Hülkenberg,Force India,6,8.0
2015,Austrian Grand Prix,Maldonado,Lotus F1,7,6.0
2015,Austrian Grand Prix,Verstappen,Toro Rosso,8,4.0
2015,Austrian Grand Prix,Pérez,Force India,9,2.0
2015,Austrian Grand Prix,Ricciardo,Red Bull,10,1.0
2015,Austrian Grand Prix,Nasr,Sauber,11,0.0
2015,Austrian Grand Prix,Kvyat,Red Bull,12,0.0
2015,Austrian Grand Prix,Ericsson,Sauber,13,0.0
2015,Austrian Grand Prix,Merhi,Manor Marussia,14,0.0
2015,Austrian Grand Prix,Grosjean,Lotus F1,15,0.0
2015,Austrian Grand Prix,Sainz,Toro Rosso,16,0.0
2015,Austrian Grand Prix,Button,McLaren,17,0.0
2015,Austrian Grand Prix,Stevens,Manor Marussia,18,0.0
2015,Austrian Grand Prix,Räikkönen,Ferrari,19,0.0
2015,Austrian Grand Prix,Alonso,McLaren,20,0.0
2015,Bahrain Grand Prix,Hamilton,Mercedes,1,25.0
2015,Bahrain Grand Prix,Räikkönen,Ferrari,2,18.0
2015,Bahrain Grand Prix,Rosberg,Mercedes,3,15.0
2015,Bahrain Grand Prix,Bottas,Williams,4,12.0
2015,Bahrain Grand Prix,Vettel,Ferrari,5,10.0
2015,Bahrain Grand Prix,Ricciardo,Red Bull,6,8.0
2015,Bahrain Grand Prix,Grosjean,Lotus F1,7,6.0
2015,Bahrain Grand Prix,Pérez,Force India,8,4.0
2015,Bahrain Grand Prix,Kvyat,Red Bull,9,2.0
2015,Bahrain Grand Prix,Massa,Williams,10,1.0
2015,Bahrain Grand Prix,Alonso,McLaren,11,0.0
2015,Bahrain Grand Prix,Nasr,Sauber,12,0.0
2015,Bahrain Grand Prix,Hülkenberg,Force India,13,0.0
2015,Bahrain Grand Prix,Ericsson,Sauber,14,0.0
2015,Bahrain Grand Prix,Maldonado,Lotus F1,15,0.0
2015,Bahrain Grand Prix,Stevens,Manor Marussia,16,0.0
2015,Bahrain Grand Prix,Merhi,Manor Marussia,17,0.0
2015,Bahrain Grand Prix,Verstappen,Toro Rosso,18,0.0
2015,Bahrain Grand Prix,Sainz,Toro Rosso,19,0.0
2015,Bahrain Grand Prix,Button,McLaren,20,0.0
2015,Belgian Grand Prix,Hamilton,Mercedes,1,25.0
2015,Belgian Grand Prix,Rosberg,Mercedes,2,18.0
2015,Belgian Grand Prix,Grosjean,Lotus F1,3,15.0
2015,Belgian Grand Prix,Kvyat,Red Bull,4,12.0
2015,Belgian Grand Prix,Pérez,Force India,5,10.0
2015,Belgian Grand Prix,Massa,Williams,6,8.0
2015,Belgian Grand Prix,Räikkönen,Ferrari,7,6.0
2015,Belgian Grand Prix,Verstappen,Toro Rosso,8,4.0
2015,Belgian Grand Prix,Bottas,Williams,9,2.0
2015,Belgian Grand Prix,Ericsson,Sauber,10,1.0
2015,Belgian Grand Prix,Nasr,Sauber,11,0.0
2015,Belgian Grand Prix,Vettel,Ferrari,12,0.0
2015,Belgian Grand Prix,Alonso,McLaren,13,0.0
2015,Belgian Grand Prix,Button,McLaren,14,0.0
2015,Belgian Grand Prix,Merhi,Manor Marussia,15,0.0
2015,Belgian Grand Prix,Stevens,Manor Marussia,16,0.0
2015,Belgian Grand Prix,Sainz,Toro Rosso,17,0.0
2015,Belgian Grand Prix,Ricciardo,Red Bull,18,0.0
2015,Belgian Grand Prix,Maldonado,Lotus F1,19,0.0
2015,Belgian Grand Prix,Hülkenberg,Force India,20,0.0
2015,Brazilian Grand Prix,Rosberg,Mercedes,1,25.0
2015,Brazilian Grand Prix,Hamilton,Mercedes,2,18.0
2015,Brazilian Grand Prix,Vettel,Ferrari,3,15.0
2015,Brazilian Grand Prix,Räikkönen,Ferrari,4,12.0
2015,Brazilian Grand Prix,Bottas,Williams,5,10.0
2015,Brazilian Grand Prix,Hülkenberg,Force India,6,8.0
2015,Brazilian Grand Prix,Kvyat,Red Bull,7,6.0
2015,Brazilian Grand Prix,Grosjean,Lotus F1,8,4.0
2015,Brazilian Grand Prix,Verstappen,Toro Rosso,9,2.0
2015,Brazilian Grand Prix,Maldonado,Lotus F1,10,1.0
2015,Brazilian Grand Prix,Ricciardo,Red Bull,11,0.0
2015,Brazilian Grand Prix,Pérez,Force India,12,0.0
2015,Brazilian Grand Prix,Nasr,Sauber,13,0.0
2015,Brazilian Grand Prix,Button,McLaren,14,0.0
2015,Brazilian Grand Prix,Alonso,McLaren,15,0.0
2015,Brazilian Grand Prix,Ericsson,Sauber,16,0.0
2015,Brazilian Grand Prix,Stevens,Manor Marussia,17,0.0
2015,Brazilian Grand Prix,Rossi,Manor Marussia,18,0.0
2015,Brazilian Grand Prix,Sainz,Toro Rosso,19,0.0
2015,Brazilian Grand Prix,Massa,Williams,20,0.0
2015,British Grand Prix,Hamilton,Mercedes,1,25.0
2015,British Grand Prix,Rosberg,Mercedes,2,18.0
2015,British Grand Prix,Vettel,Ferrari,3,15.0
2015,British Grand Prix,Massa,Williams,4,12.0
2015,British Grand Prix,Bottas,Williams,5,10.0
2015,British Grand Prix,Kvyat,Red Bull,6,8.0
2015,British Grand Prix,Hülkenberg,Force India,7,6.0
2015,British Grand Prix,Räikkönen,Ferrari,8,4.0
2015,British Grand Prix,Pérez,Force India,9,2.0
2015,British Grand Prix,Alonso,McLaren,10,1.0
2015,British Grand Prix,Ericsson,Sauber,11,0.0
2015,British Grand Prix,Merhi,Manor Marussia,12,0.0
2015,British Grand Prix,Stevens,Manor Marussia,13,0.0
2015,British Grand Prix,Sainz,Toro Rosso,14,0.0
2015,British Grand Prix,Ricciardo,Red Bull,15,0.0
2015,British Grand Prix,Verstappen,Toro Rosso,16,0.0
2015,British Grand Prix,Maldonado,Lotus F1,18,0.0
2015,British Grand Prix,Button,McLaren,19,0.0
2015,British Grand Prix,Grosjean,Lotus F1,17,0.0
2015,British Grand Prix,Nasr,Sauber,20,0.0
2015,Canadian Grand Prix,Hamilton,Mercedes,1,25.0
2015,Canadian Grand Prix,Rosberg,Mercedes,2,18.0
2015,Canadian Grand Prix,Bottas,Williams,3,15.0
2015,Canadian Grand Prix,Räikkönen,Ferrari,4,12.0
2015,Canadian Grand Prix,Vettel,Ferrari,5,10.0
2015,Canadian Grand Prix,Massa,Williams,6,8.0
2015,Canadian Grand Prix,Maldonado,Lotus F1,7,6.0
2015,Canadian Grand Prix,Hülkenberg,Force India,8,4.0
2015,Canadian Grand Prix,Kvyat,Red Bull,9,2.0
2015,Canadian Grand Prix,Grosjean,Lotus F1,10,1.0
2015,Canadian Grand Prix,Pérez,Force India,11,0.0
2015,Canadian Grand Prix,Sainz,Toro Rosso,12,0.0
2015,Canadian Grand Prix,Ricciardo,Red Bull,13,0.0
2015,Canadian Grand Prix,Ericsson,Sauber,14,0.0
2015,Canadian Grand Prix,Verstappen,Toro Rosso,15,0.0
2015,Canadian Grand Prix,Nasr,Sauber,16,0.0
2015,Canadian Grand Prix,Stevens,Manor Marussia,17,0.0
2015,Canadian Grand Prix,Merhi,Manor Marussia,18,0.0
2015,Canadian Grand Prix,Button,McLaren,19,0.0
2015,Canadian Grand Prix,Alonso,McLaren,20,0.0
2015,Chinese Grand Prix,Hamilton,Mercedes,1,25.0
2015,Chinese Grand Prix,Rosberg,Mercedes,2,18.0
2015,Chinese Grand Prix,Vettel,Ferrari,3,15.0
2015,Chinese Grand Prix,Räikkönen,Ferrari,4,12.0
2015,Chinese Grand Prix,Massa,Williams,5,10.0
2015,Chinese Grand Prix,Bottas,Williams,6,8.0
2015,Chinese Grand Prix,Grosjean,Lotus F1,7,6.0
2015,Chinese Grand Prix,Nasr,Sauber,8,4.0
2015,Chinese Grand Prix,Ricciardo,Red Bull,9,2.0
2015,Chinese Grand Prix,Ericsson,Sauber,10,1.0
2015,Chinese Grand Prix,Pérez,Force India,11,0.0
2015,Chinese Grand Prix,Alonso,McLaren,12,0.0
2015,Chinese Grand Prix,Sainz,Toro Rosso,13,0.0
2015,Chinese Grand Prix,Button,McLaren,14,0.0
2015,Chinese Grand Prix,Stevens,Manor Marussia,15,0.0
2015,Chinese Grand Prix,Merhi,Manor Marussia,16,0.0
2015,Chinese Grand Prix,Verstappen,Toro Rosso,17,0.0
2015,Chinese Grand Prix,Maldonado,Lotus F1,18,0.0
2015,Chinese Grand Prix,Kvyat,Red Bull,19,0.0
2015,Chinese Grand Prix,Hülkenberg,Force India,20,0.0
2015,Hungarian Grand Prix,Vettel,Ferrari,1,25.0
2015,Hungarian Grand Prix,Kvyat,Red Bull,2,18.0
2015,Hungarian Grand Prix,Ricciardo,Red Bull,3,15.0
2015,Hungarian Grand Prix,Verstappen,Toro Rosso,4,12.0
2015,Hungarian Grand Prix,Alonso,McLaren,5,10.0
2015,Hungarian Grand Prix,Hamilton,Mercedes,6,8.0
2015,Hungarian Grand Prix,Grosjean,Lotus F1,7,6.0
2015,Hungarian Grand Prix,Rosberg,Mercedes,8,4.0
2015,Hungarian Grand Prix,Button,McLaren,9,2.0
2015,Hungarian Grand Prix,Ericsson,Sauber,10,1.0
2015,Hungarian Grand Prix,Nasr,Sauber,11,0.0
2015,Hungarian Grand Prix,Massa,Williams,12,0.0
2015,Hungarian Grand Prix,Bottas,Williams,13,0.0
2015,Hungarian Grand Prix,Maldonado,Lotus F1,14,0.0
2015,Hungarian Grand Prix,Merhi,Manor Marussia,15,0.0
2015,Hungarian Grand Prix,Stevens,Manor Marussia,16,0.0
2015,Hungarian Grand Prix,Sainz,Toro Rosso,17,0.0
2015,Hungarian Grand Prix,Räikkönen,Ferrari,18,0.0
2015,Hungarian Grand Prix,Pérez,Force India,19,0.0
2015,Hungarian Grand Prix,Hülkenberg,Force India,20,0.0
2015,Italian Grand Prix,Hamilton,Mercedes,1,25.0
2015,Italian Grand Prix,Vettel,Ferrari,2,18.0
2015,Italian Grand Prix,Massa,Williams,3,15.0
2015,Italian Grand Prix,Bottas,Williams,4,12.0
2015,Italian Grand Prix,Räikkönen,Ferrari,5,10.0
2015,Italian Grand Prix,Pérez,Force India,6,8.0
2015,Italian Grand Prix,Hülkenberg,Force India,7,6.0
2015,Italian Grand Prix,Ricciardo,Red Bull,8,4.0
2015,Italian Grand Prix,Ericsson,Sauber,9,2.0
2015,Italian Grand Prix,Kvyat,Red Bull,10,1.0
2015,Italian Grand Prix,Sainz,Toro Rosso,11,0.0
2015,Italian Grand Prix,Verstappen,Toro Rosso,12,0.0
2015,Italian Grand Prix,Nasr,Sauber,13,0.0
2015,Italian Grand Prix,Button,McLaren,14,0.0
2015,Italian Grand Prix,Stevens,Manor Marussia,15,0.0
2015,Italian Grand Prix,Merhi,Manor Marussia,16,0.0
2015,Italian Grand Prix,Rosberg,Mercedes,17,0.0
2015,Italian Grand Prix,Alonso,McLaren,18,0.0
2015,Italian Grand Prix,Grosjean,Lotus F1,19,0.0
2015,Italian Grand Prix,Maldonado,Lotus F1,20,0.0
2015,Japanese Grand Prix,Hamilton,Mercedes,1,25.0
2015,Japanese Grand Prix,Rosberg,Mercedes,2,18.0
2015,Japanese Grand Prix,Vettel,Ferrari,3,15.0
2015,Japanese Grand Prix,Räikkönen,Ferrari,4,12.0
2015,Japanese Grand Prix,Bottas,Williams,5,10.0
2015,Japanese Grand Prix,Hülkenberg,Force India,6,8.0
2015,Japanese Grand Prix,Grosjean,Lotus F1,7,6.0
2015,Japanese Grand Prix,Maldonado,Lotus F1,8,4.0
2015,Japanese Grand Prix,Verstappen,Toro Rosso,9,2.0
2015,Japanese Grand Prix,Sainz,Toro Rosso,10,1.0
2015,Japanese Grand Prix,Alonso,McLaren,11,0.0
2015,Japanese Grand Prix,Pérez,Force India,12,0.0
2015,Japanese Grand Prix,Kvyat,Red Bull,13,0.0
2015,Japanese Grand Prix,Ericsson,Sauber,14,0.0
2015,Japanese Grand Prix,Ricciardo,Red Bull,15,0.0
2015,Japanese Grand Prix,Button,McLaren,16,0.0
2015,Japanese Grand Prix,Massa,Williams,17,0.0
2015,Japanese Grand Prix,Rossi,Manor Marussia,18,0.0
2015,Japanese Grand Prix,Stevens,Manor Marussia,19,0.0
2015,Japanese Grand Prix,Nasr,Sauber,20,0.0
2015,Malaysian Grand Prix,Vettel,Ferrari,1,25.0
2015,Malaysian Grand Prix,Hamilton,Mercedes,2,18.0
2015,Malaysian Grand Prix,Rosberg,Mercedes,3,15.0
2015,Malaysian Grand Prix,Räikkönen,Ferrari,4,12.0
2015,Malaysian Grand Prix,Bottas,Williams,5,10.0
2015,Malaysian Grand Prix,Massa,Williams,6,8.0
2015,Malaysian Grand Prix,Verstappen,Toro Rosso,7,6.0
2015,Malaysian Grand Prix,Sainz,Toro Rosso,8,4.0
2015,Malaysian Grand Prix,Kvyat,Red Bull,9,2.0
2015,Malaysian Grand Prix,Ricciardo,Red Bull,10,1.0
2015,Malaysian Grand Prix,Grosjean,Lotus F1,11,0.0
2015,Malaysian Grand Prix,Nasr,Sauber,12,0.0
2015,Malaysian Grand Prix,Pérez,Force India,13,0.0
2015,Malaysian Grand Prix,Hülkenberg,Force India,14,0.0
2015,Malaysian Grand Prix,Merhi,Manor Marussia,15,0.0
2015,Malaysian Grand Prix,Maldonado,Lotus F1,16,0.0
2015,Malaysian Grand Prix,Button,McLaren,17,0.0
2015,Malaysian Grand Prix,Alonso,McLaren,18,0.0
2015,Malaysian Grand Prix,Ericsson,Sauber,19,0.0
2015,Malaysian Grand Prix,Stevens,Manor Marussia,20,0.0
2015,Mexican Grand Prix,Rosberg,Mercedes,1,25.0
2015,Mexican Grand Prix,Hamilton,Mercedes,2,18.0
2015,Mexican Grand Prix,Bottas,Williams,3,15.0
2015,Mexican Grand Prix,Kvyat,Red Bull,4,12.0
2015,Mexican Grand Prix,Ricciardo,Red Bull,5,10.0
2015,Mexican Grand Prix,Massa,Williams,6,8.0
2015,Mexican Grand Prix,Hülkenberg,Force India,7,6.0
2015,Mexican Grand Prix,Pérez,Force India,8,4.0
2015,Mexican Grand Prix,Verstappen,Toro Rosso,9,2.0
2015,Mexican Grand Prix,Grosjean,Lotus F1,10,1.0
2015,Mexican Grand Prix,Maldonado,Lotus F1,11,0.0
2015,Mexican Grand Prix,Ericsson,Sauber,12,0.0
2015,Mexican Grand Prix,Sainz,Toro Rosso,13,0.0
2015,Mexican Grand Prix,Button,McLaren,14,0.0
2015,Mexican Grand Prix,Rossi,Manor Marussia,15,0.0
2015,Mexican Grand Prix,Stevens,Manor Marussia,16,0.0
2015,Mexican Grand Prix,Nasr,Sauber,17,0.0
2015,Mexican Grand Prix,Vettel,Ferrari,18,0.0
2015,Mexican Grand Prix,Räikkönen,Ferrari,19,0.0
2015,Mexican Grand Prix,Alonso,McLaren,20,0.0
2015,Monaco Grand Prix,Rosberg,Mercedes,1,25.0
2015,Monaco Grand Prix,Vettel,Ferrari,2,18.0
2015,Monaco Grand Prix,Hamilton,Mercedes,3,15.0
2015,Monaco Grand Prix,Kvyat,Red Bull,4,12.0
2015,Monaco Grand Prix,Ricciardo,Red Bull,5,10.0
2015,Monaco Grand Prix,Räikkönen,Ferrari,6,8.0
2015,Monaco Grand Prix,Pérez,Force India,7,6.0
2015,Monaco Grand Prix,Button,McLaren,8,4.0
2015,Monaco Grand Prix,Nasr,Sauber,9,2.0
2015,Monaco Grand Prix,Sainz,Toro Rosso,10,1.0
2015,Monaco Grand Prix,Hülkenberg,Force India,11,0.0
2015,Monaco Grand Prix,Grosjean,Lotus F1,12,0.0
2015,Monaco Grand Prix,Ericsson,Sauber,13,0.0
2015,Monaco Grand Prix,Bottas,Williams,14,0.0
2015,Monaco Grand Prix,Massa,Williams,15,0.0
2015,Monaco Grand Prix,Merhi,Manor Marussia,16,0.0
2015,Monaco Grand Prix,Stevens,Manor Marussia,17,0.0
2015,Monaco Grand Prix,Verstappen,Toro Rosso,18,0.0
2015,Monaco Grand Prix,Alonso,McLaren,19,0.0
2015,Monaco Grand Prix,Maldonado,Lotus F1,20,0.0
2015,Russian Grand Prix,Hamilton,Mercedes,1,25.0
2015,Russian Grand Prix,Vettel,Ferrari,2,18.0
2015,Russian Grand Prix,Pérez,Force India,3,15.0
2015,Russian Grand Prix,Massa,Williams,4,12.0
2015,Russian Grand Prix,Räikkönen,Ferrari,8,4.0
2015,Russian Grand Prix,Nasr,Sauber,6,8.0
2015,Russian Grand Prix,Maldonado,Lotus F1,7,6.0
2015,Russian Grand Prix,Button,McLaren,9,2.0
2015,Russian Grand Prix,Verstappen,Toro Rosso,10,1.0
2015,Russian Grand Prix,Alonso,McLaren,11,0.0
2015,Russian Grand Prix,Bottas,Williams,12,0.0
2015,Russian Grand Prix,Merhi,Manor Marussia,13,0.0
2015,Russian Grand Prix,Stevens,Manor Marussia,14,0.0
2015,Russian Grand Prix,Ricciardo,Red Bull,15,0.0
2015,Russian Grand Prix,Sainz,Toro Rosso,16,0.0
2015,Russian Grand Prix,Grosjean,Lotus F1,17,0.0
2015,Russian Grand Prix,Rosberg,Mercedes,18,0.0
2015,Russian Grand Prix,Hülkenberg,Force India,19,0.0
2015,Russian Grand Prix,Ericsson,Sauber,20,0.0
2015,Russian Grand Prix,Kvyat,Red Bull,5,10.0
2015,Singapore Grand Prix,Vettel,Ferrari,1,25.0
2015,Singapore Grand Prix,Ricciardo,Red Bull,2,18.0
2015,Singapore Grand Prix,Räikkönen,Ferrari,3,15.0
2015,Singapore Grand Prix,Rosberg,Mercedes,4,12.0
2015,Singapore Grand Prix,Bottas,Williams,5,10.0
2015,Singapore Grand Prix,Kvyat,Red Bull,6,8.0
2015,Singapore Grand Prix,Pérez,Force India,7,6.0
2015,Singapore Grand Prix,Verstappen,Toro Rosso,8,4.0
2015,Singapore Grand Prix,Sainz,Toro Rosso,9,2.0
2015,Singapore Grand Prix,Nasr,Sauber,10,1.0
2015,Singapore Grand Prix,Ericsson,Sauber,11,0.0
2015,Singapore Grand Prix,Maldonado,Lotus F1,12,0.0
2015,Singapore Grand Prix,Grosjean,Lotus F1,13,0.0
2015,Singapore Grand Prix,Rossi,Manor Marussia,14,0.0
2015,Singapore Grand Prix,Stevens,Manor Marussia,15,0.0
2015,Singapore Grand Prix,Button,McLaren,16,0.0
2015,Singapore Grand Prix,Alonso,McLaren,17,0.0
2015,Singapore Grand Prix,Hamilton,Mercedes,18,0.0
2015,Singapore Grand Prix,Massa,Williams,19,0.0
2015,Singapore Grand Prix,Hülkenberg,Force India,20,0.0
2015,Spanish Grand Prix,Rosberg,Mercedes,1,25.0
2015,Spanish Grand Prix,Hamilton,Mercedes,2,18.0
2015,Spanish Grand Prix,Vettel,Ferrari,3,15.0
2015,Spanish Grand Prix,Bottas,Williams,4,12.0
2015,Spanish Grand Prix,Räikkönen,Ferrari,5,10.0
2015,Spanish Grand Prix,Massa,Williams,6,8.0
2015,Spanish Grand Prix,Ricciardo,Red Bull,7,6.0
2015,Spanish Grand Prix,Grosjean,Lotus F1,8,4.0
2015,Spanish Grand Prix,Sainz,Toro Rosso,9,2.0
2015,Spanish Grand Prix,Kvyat,Red Bull,10,1.0
2015,Spanish Grand Prix,Verstappen,Toro Rosso,11,0.0
2015,Spanish Grand Prix,Nasr,Sauber,12,0.0
2015,Spanish Grand Prix,Pérez,Force India,13,0.0
2015,Spanish Grand Prix,Ericsson,Sauber,14,0.0
2015,Spanish Grand Prix,Hülkenberg,Force India,15,0.0
2015,Spanish Grand Prix,Button,McLaren,16,0.0
2015,Spanish Grand Prix,Stevens,Manor Marussia,17,0.0
2015,Spanish Grand Prix,Merhi,Manor Marussia,18,0.0
2015,Spanish Grand Prix,Maldonado,Lotus F1,19,0.0
2015,Spanish Grand Prix,Alonso,McLaren,20,0.0
2015,United States Grand Prix,Hamilton,Mercedes,1,25.0
2015,United States Grand Prix,Rosberg,Mercedes,2,18.0
2015,United States Grand Prix,Vettel,Ferrari,3,15.0
2015,United States Grand Prix,Verstappen,Toro Rosso,4,12.0
2015,United States Grand Prix,Pérez,Force India,5,10.0
2015,United States Grand Prix,Button,McLaren,6,8.0
2015,United States Grand Prix,Sainz,Toro Rosso,7,6.0
2015,United States Grand Prix,Maldonado,Lotus F1,8,4.0
2015,United States Grand Prix,Nasr,Sauber,9,2.0
2015,United States Grand Prix,Ricciardo,Red Bull,10,1.0
2015,United States Grand Prix,Alonso,McLaren,11,0.0
2015,United States Grand Prix,Rossi,Manor Marussia,12,0.0
2015,United States Grand Prix,Kvyat,Red Bull,13,0.0
2015,United States Grand Prix,Hülkenberg,Force India,14,0.0
2015,United States Grand Prix,Ericsson,Sauber,15,0.0
2015,United States Grand Prix,Räikkönen,Ferrari,16,0.0
2015,United States Grand Prix,Massa,Williams,17,0.0
2015,United States Grand Prix,Grosjean,Lotus F1,18,0.0
2015,United States Grand Prix,Bottas,Williams,19,0.0
2015,United States Grand Prix,Stevens,Manor Marussia,20,0.0
2016,Abu Dhabi Grand Prix,Hamilton,Mercedes,1,25.0
2016,Abu Dhabi Grand Prix,Rosberg,Mercedes,2,18.0
2016,Abu Dhabi Grand Prix,Vettel,Ferrari,3,15.0
2016,Abu Dhabi Grand Prix,Verstappen,Red Bull,4,12.0
2016,Abu Dhabi Grand Prix,Ricciardo,Red Bull,5,10.0
2016,Abu Dhabi Grand Prix,Räikkönen,Ferrari,6,8.0
2016,Abu Dhabi Grand Prix,Hülkenberg,Force India,7,6.0
2016,Abu Dhabi Grand Prix,Pérez,Force India,8,4.0
2016,Abu Dhabi Grand Prix,Massa,Williams,9,2.0
2016,Abu Dhabi Grand Prix,Alonso,McLaren,10,1.0
2016,Abu Dhabi Grand Prix,Grosjean,Haas F1 Team,11,0.0
2016,Abu Dhabi Grand Prix,Gutiérrez,Haas F1 Team,12,0.0
2016,Abu Dhabi Grand Prix,Ocon,Manor Marussia,13,0.0
2016,Abu Dhabi Grand Prix,Wehrlein,Manor Marussia,14,0.0
2016,Abu Dhabi Grand Prix,Ericsson,Sauber,15,0.0
2016,Abu Dhabi Grand Prix,Nasr,Sauber,16,0.0
2016,Abu Dhabi Grand Prix,Palmer,Renault,17,0.0
2016,Abu Dhabi Grand Prix,Sainz,Toro Rosso,18,0.0
2016,Abu Dhabi Grand Prix,Kvyat,Toro Rosso,19,0.0
2016,Abu Dhabi Grand Prix,Button,McLaren,20,0.0
2016,Abu Dhabi Grand Prix,Bottas,Williams,21,0.0
2016,Abu Dhabi Grand Prix,Magnussen,Renault,22,0.0
2016,Australian Grand Prix,Rosberg,Mercedes,1,25.0
2016,Australian Grand Prix,Hamilton,Mercedes,2,18.0
2016,Australian Grand Prix,Vettel,Ferrari,3,15.0
2016,Australian Grand Prix,Ricciardo,Red Bull,4,12.0
2016,Australian Grand Prix,Massa,Williams,5,10.0
2016,Australian Grand Prix,Grosjean,Haas F1 Team,6,8.0
2016,Australian Grand Prix,Hülkenberg,Force India,7,6.0
2016,Australian Grand Prix,Bottas,Williams,8,4.0
2016,Australian Grand Prix,Sainz,Toro Rosso,9,2.0
2016,Australian Grand Prix,Verstappen,Toro Rosso,10,1.0
2016,Australian Grand Prix,Palmer,Renault,11,0.0
2016,Australian Grand Prix,Magnussen,Renault,12,0.0
2016,Australian Grand Prix,Pérez,Force India,13,0.0
2016,Australian Grand Prix,Button,McLaren,14,0.0
2016,Australian Grand Prix,Nasr,Sauber,15,0.0
2016,Australian Grand Prix,Wehrlein,Manor Marussia,16,0.0
2016,Australian Grand Prix,Ericsson,Sauber,17,0.0
2016,Australian Grand Prix,Räikkönen,Ferrari,18,0.0
2016,Australian Grand Prix,Haryanto,Manor Marussia,19,0.0
2016,Australian Grand Prix,Gutiérrez,Haas F1 Team,20,0.0
2016,Australian Grand Prix,Alonso,McLaren,21,0.0
2016,Australian Grand Prix,Kvyat,Red Bull,22,0.0
2016,Austrian Grand Prix,Hamilton,Mercedes,1,25.0
2016,Austrian Grand Prix,Verstappen,Red Bull,2,18.0
2016,Austrian Grand Prix,Räikkönen,Ferrari,3,15.0
2016,Austrian Grand Prix,Rosberg,Mercedes,4,12.0
2016,Austrian Grand Prix,Ricciardo,Red Bull,5,10.0
2016,Austrian Grand Prix,Button,McLaren,6,8.0
2016,Austrian Grand Prix,Grosjean,Haas F1 Team,7,6.0
2016,Austrian Grand Prix,Sainz,Toro Rosso,8,4.0
2016,Austrian Grand Prix,Bottas,Williams,9,2.0
2016,Austrian Grand Prix,Wehrlein,Manor Marussia,10,1.0
2016,Austrian Grand Prix,Gutiérrez,Haas F1 Team,11,0.0
2016,Austrian Grand Prix,Palmer,Renault,12,0.0
2016,Austrian Grand Prix,Nasr,Sauber,13,0.0
2016,Austrian Grand Prix,Magnussen,Renault,14,0.0
2016,Austrian Grand Prix,Ericsson,Sauber,15,0.0
2016,Austrian Grand Prix,Haryanto,Manor Marussia,16,0.0
2016,Austrian Grand Prix,Pérez,Force India,17,0.0
2016,Austrian Grand Prix,Alonso,McLaren,18,0.0
2016,Austrian Grand Prix,Hülkenberg,Force India,19,0.0
2016,Austrian Grand Prix,Massa,Williams,20,0.0
2016,Austrian Grand Prix,Vettel,Ferrari,21,0.0
2016,Austrian Grand Prix,Kvyat,Toro Rosso,22,0.0
2016,Bahrain Grand Prix,Rosberg,Mercedes,1,25.0
2016,Bahrain Grand Prix,Räikkönen,Ferrari,2,18.0
2016,Bahrain Grand Prix,Hamilton,Mercedes,3,15.0
2016,Bahrain Grand Prix,Ricciardo,Red Bull,4,12.0
2016,Bahrain Grand Prix,Grosjean,Haas F1 Team,5,10.0
2016,Bahrain Grand Prix,Verstappen,Toro Rosso,6,8.0
2016,Bahrain Grand Prix,Kvyat,Red Bull,7,6.0
2016,Bahrain Grand Prix,Massa,Williams,8,4.0
2016,Bahrain Grand Prix,Bottas,Williams,9,2.0
2016,Bahrain Grand Prix,Vandoorne,McLaren,10,1.0
2016,Bahrain Grand Prix,Magnussen,Renault,11,0.0
2016,Bahrain Grand Prix,Ericsson,Sauber,12,0.0
2016,Bahrain Grand Prix,Wehrlein,Manor Marussia,13,0.0
2016,Bahrain Grand Prix,Nasr,Sauber,14,0.0
2016,Bahrain Grand Prix,Hülkenberg,Force India,15,0.0
2016,Bahrain Grand Prix,Pérez,Force India,16,0.0
2016,Bahrain Grand Prix,Haryanto,Manor Marussia,17,0.0
2016,Bahrain Grand Prix,Sainz,Toro Rosso,18,0.0
2016,Bahrain Grand Prix,Gutiérrez,Haas F1 Team,19,0.0
2016,Bahrain Grand Prix,Button,McLaren,20,0.0
2016,Bahrain Grand Prix,Vettel,Ferrari,21,0.0
2016,Bahrain Grand Prix,Palmer,Renault,22,0.0
2016,Belgian Grand Prix,Rosberg,Mercedes,1,25.0
2016,Belgian Grand Prix,Ricciardo,Red Bull,2,18.0
2016,Belgian Grand Prix,Hamilton,Mercedes,3,15.0
2016,Belgian Grand Prix,Hülkenberg,Force India,4,12.0
2016,Belgian Grand Prix,Pérez,Force India,5,10.0
2016,Belgian Grand Prix,Vettel,Ferrari,6,8.0
2016,Belgian Grand Prix,Alonso,McLaren,7,6.0
2016,Belgian Grand Prix,Bottas,Williams,8,4.0
2016,Belgian Grand Prix,Räikkönen,Ferrari,9,2.0
2016,Belgian Grand Prix,Massa,Williams,10,1.0
2016,Belgian Grand Prix,Verstappen,Red Bull,11,0.0
2016,Belgian Grand Prix,Gutiérrez,Haas F1 Team,12,0.0
