Year,Race,Driver,Constructor,Position,Points
2022,Miami Grand Prix,Ricciardo,McLaren,13,0.0
2022,Miami Grand Prix,Latifi,Williams,14,0.0
2022,Miami Grand Prix,Schumacher,Haas F1 Team,15,0.0
2022,Miami Grand Prix,Magnussen,Haas F1 Team,16,0.0
2022,Miami Grand Prix,Vettel,Aston Martin,17,0.0
2022,Miami Grand Prix,Gasly,AlphaTauri,18,0.0
2022,Miami Grand Prix,Norris,McLaren,19,0.0
2022,Miami Grand Prix,Zhou,Alfa Romeo,20,0.0
2022,Monaco Grand Prix,Pérez,Red Bull,1,25.0
2022,Monaco Grand Prix,Sainz,Ferrari,2,18.0
2022,Monaco Grand Prix,Verstappen,Red Bull,3,15.0
2022,Monaco Grand Prix,Leclerc,Ferrari,4,12.0
2022,Monaco Grand Prix,Russell,Mercedes,5,10.0
2022,Monaco Grand Prix,Norris,McLaren,6,9.0
2022,Monaco Grand Prix,Alonso,Alpine F1 Team,7,6.0
2022,Monaco Grand Prix,Hamilton,Mercedes,8,4.0
2022,Monaco Grand Prix,Bottas,Alfa Romeo,9,2.0
2022,Monaco Grand Prix,Vettel,Aston Martin,10,1.0
2022,Monaco Grand Prix,Gasly,AlphaTauri,11,0.0
2022,Monaco Grand Prix,Ocon,Alpine F1 Team,12,0.0
2022,Monaco Grand Prix,Ricciardo,McLaren,13,0.0
2022,Monaco Grand Prix,Stroll,Aston Martin,14,0.0
2022,Monaco Grand Prix,Latifi,Williams,15,0.0
2022,Monaco Grand Prix,Zhou,Alfa Romeo,16,0.0
2022,Monaco Grand Prix,Tsunoda,AlphaTauri,17,0.0
2022,Monaco Grand Prix,Albon,Williams,18,0.0
2022,Monaco Grand Prix,Schumacher,Haas F1 Team,19,0.0
2022,Monaco Grand Prix,Magnussen,Haas F1 Team,20,0.0
2022,Saudi Arabian Grand Prix,Verstappen,Red Bull,1,25.0
2022,Saudi Arabian Grand Prix,Leclerc,Ferrari,2,19.0
2022,Saudi Arabian Grand Prix,Sainz,Ferrari,3,15.0
2022,Saudi Arabian Grand Prix,Pérez,Red Bull,4,12.0
2022,Saudi Arabian Grand Prix,Russell,Mercedes,5,10.0
2022,Saudi Arabian Grand Prix,Ocon,Alpine F1 Team,6,8.0
2022,Saudi Arabian Grand Prix,Norris,McLaren,7,6.0
2022,Saudi Arabian Grand Prix,Gasly,AlphaTauri,8,4.0
2022,Saudi Arabian Grand Prix,Magnussen,Haas F1 Team,9,2.0
2022,Saudi Arabian Grand Prix,Hamilton,Mercedes,10,1.0
2022,Saudi Arabian Grand Prix,Zhou,Alfa Romeo,11,0.0
2022,Saudi Arabian Grand Prix,Hülkenberg,Aston Martin,12,0.0
2022,Saudi Arabian Grand Prix,Stroll,Aston Martin,13,0.0
2022,Saudi Arabian Grand Prix,Albon,Williams,14,0.0
2022,Saudi Arabian Grand Prix,Bottas,Alfa Romeo,15,0.0
2022,Saudi Arabian Grand Prix,Alonso,Alpine F1 Team,16,0.0
2022,Saudi Arabian Grand Prix,Ricciardo,McLaren,17,0.0
2022,Saudi Arabian Grand Prix,Latifi,Williams,18,0.0
2022,Saudi Arabian Grand Prix,Tsunoda,AlphaTauri,19,0.0
2022,Saudi Arabian Grand Prix,Schumacher,Haas F1 Team,20,0.0
2022,Singapore Grand Prix,Pérez,Red Bull,1,25.0
2022,Singapore Grand Prix,Leclerc,Ferrari,2,18.0
2022,Singapore Grand Prix,Sainz,Ferrari,3,15.0
2022,Singapore Grand Prix,Norris,McLaren,4,12.0
2022,Singapore Grand Prix,Ricciardo,McLaren,5,10.0
2022,Singapore Grand Prix,Stroll,Aston Martin,6,8.0
2022,Singapore Grand Prix,Verstappen,Red Bull,7,6.0
2022,Singapore Grand Prix,Vettel,Aston Martin,8,4.0
2022,Singapore Grand Prix,Hamilton,Mercedes,9,2.0
2022,Singapore Grand Prix,Gasly,AlphaTauri,10,1.0
2022,Singapore Grand Prix,Bottas,Alfa Romeo,11,0.0
2022,Singapore Grand Prix,Magnussen,Haas F1 Team,12,0.0
2022,Singapore Grand Prix,Schumacher,Haas F1 Team,13,0.0
2022,Singapore Grand Prix,Russell,Mercedes,14,0.0
2022,Singapore Grand Prix,Tsunoda,AlphaTauri,15,0.0
2022,Singapore Grand Prix,Ocon,Alpine F1 Team,16,0.0
2022,Singapore Grand Prix,Albon,Williams,17,0.0
2022,Singapore Grand Prix,Alonso,Alpine F1 Team,18,0.0
2022,Singapore Grand Prix,Latifi,Williams,19,0.0
2022,Singapore Grand Prix,Zhou,Alfa Romeo,20,0.0
2022,Spanish Grand Prix,Verstappen,Red Bull,1,25.0
2022,Spanish Grand Prix,Pérez,Red Bull,2,19.0
2022,Spanish Grand Prix,Russell,Mercedes,3,15.0
2022,Spanish Grand Prix,Sainz,Ferrari,4,12.0
2022,Spanish Grand Prix,Hamilton,Mercedes,5,10.0
2022,Spanish Grand Prix,Bottas,Alfa Romeo,6,8.0
2022,Spanish Grand Prix,Ocon,Alpine F1 Team,7,6.0
2022,Spanish Grand Prix,Norris,McLaren,8,4.0
2022,Spanish Grand Prix,Alonso,Alpine F1 Team,9,2.0
2022,Spanish Grand Prix,Tsunoda,AlphaTauri,10,1.0
2022,Spanish Grand Prix,Vettel,Aston Martin,11,0.0
2022,Spanish Grand Prix,Ricciardo,McLaren,12,0.0
2022,Spanish Grand Prix,Gasly,AlphaTauri,13,0.0
2022,Spanish Grand Prix,Schumacher,Haas F1 Team,14,0.0
2022,Spanish Grand Prix,Stroll,Aston Martin,15,0.0
2022,Spanish Grand Prix,Latifi,Williams,16,0.0
2022,Spanish Grand Prix,Magnussen,Haas F1 Team,17,0.0
2022,Spanish Grand Prix,Albon,Williams,18,0.0
2022,Spanish Grand Prix,Zhou,Alfa Romeo,19,0.0
2022,Spanish Grand Prix,Leclerc,Ferrari,20,0.0
2022,São Paulo Grand Prix,Russell,Mercedes,1,26.0
2022,São Paulo Grand Prix,Hamilton,Mercedes,2,18.0
2022,São Paulo Grand Prix,Sainz,Ferrari,3,15.0
2022,São Paulo Grand Prix,Leclerc,Ferrari,4,12.0
2022,São Paulo Grand Prix,Alonso,Alpine F1 Team,5,10.0
2022,São Paulo Grand Prix,Verstappen,Red Bull,6,8.0
2022,São Paulo Grand Prix,Pérez,Red Bull,7,6.0
2022,São Paulo Grand Prix,Ocon,Alpine F1 Team,8,4.0
2022,São Paulo Grand Prix,Bottas,Alfa Romeo,9,2.0
2022,São Paulo Grand Prix,Stroll,Aston Martin,10,1.0
2022,São Paulo Grand Prix,Vettel,Aston Martin,11,0.0
2022,São Paulo Grand Prix,Zhou,Alfa Romeo,12,0.0
2022,São Paulo Grand Prix,Schumacher,Haas F1 Team,13,0.0
2022,São Paulo Grand Prix,Gasly,AlphaTauri,14,0.0
2022,São Paulo Grand Prix,Albon,Williams,15,0.0
2022,São Paulo Grand Prix,Latifi,Williams,16,0.0
2022,São Paulo Grand Prix,Tsunoda,AlphaTauri,17,0.0
2022,São Paulo Grand Prix,Norris,McLaren,18,0.0
2022,São Paulo Grand Prix,Magnussen,Haas F1 Team,19,0.0
2022,São Paulo Grand Prix,Ricciardo,McLaren,20,0.0
2022,United States Grand Prix,Verstappen,Red Bull,1,25.0
2022,United States Grand Prix,Hamilton,Mercedes,2,18.0
2022,United States Grand Prix,Leclerc,Ferrari,3,15.0
2022,United States Grand Prix,Pérez,Red Bull,4,12.0
2022,United States Grand Prix,Russell,Mercedes,5,11.0
2022,United States Grand Prix,Norris,McLaren,6,8.0
2022,United States Grand Prix,Alonso,Alpine F1 Team,7,6.0
2022,United States Grand Prix,Vettel,Aston Martin,8,4.0
2022,United States Grand Prix,Magnussen,Haas F1 Team,9,2.0
2022,United States Grand Prix,Tsunoda,AlphaTauri,10,1.0
2022,United States Grand Prix,Ocon,Alpine F1 Team,11,0.0
2022,United States Grand Prix,Zhou,Alfa Romeo,12,0.0
2022,United States Grand Prix,Albon,Williams,13,0.0
2022,United States Grand Prix,Gasly,AlphaTauri,14,0.0
2022,United States Grand Prix,Schumacher,Haas F1 Team,15,0.0
2022,United States Grand Prix,Ricciardo,McLaren,16,0.0
2022,United States Grand Prix,Latifi,Williams,17,0.0
2022,United States Grand Prix,Stroll,Aston Martin,18,0.0
2022,United States Grand Prix,Bottas,Alfa Romeo,19,0.0
2022,United States Grand Prix,Sainz,Ferrari,20,0.0
2023,Abu Dhabi Grand Prix,Verstappen,Red Bull,1,26.0
2023,Abu Dhabi Grand Prix,Leclerc,Ferrari,2,18.0
2023,Abu Dhabi Grand Prix,Russell,Mercedes,3,15.0
2023,Abu Dhabi Grand Prix,Pérez,Red Bull,4,12.0
2023,Abu Dhabi Grand Prix,Norris,McLaren,5,10.0
2023,Abu Dhabi Grand Prix,Piastri,McLaren,6,8.0
2023,Abu Dhabi Grand Prix,Alonso,Aston Martin,7,6.0
2023,Abu Dhabi Grand Prix,Tsunoda,AlphaTauri,8,4.0
2023,Abu Dhabi Grand Prix,Hamilton,Mercedes,9,2.0
2023,Abu Dhabi Grand Prix,Stroll,Aston Martin,10,1.0
2023,Abu Dhabi Grand Prix,Ricciardo,AlphaTauri,11,0.0
2023,Abu Dhabi Grand Prix,Ocon,Alpine F1 Team,12,0.0
2023,Abu Dhabi Grand Prix,Gasly,Alpine F1 Team,13,0.0
2023,Abu Dhabi Grand Prix,Albon,Williams,14,0.0
2023,Abu Dhabi Grand Prix,Hülkenberg,Haas F1 Team,15,0.0
2023,Abu Dhabi Grand Prix,Sargeant,Williams,16,0.0
2023,Abu Dhabi Grand Prix,Zhou,Alfa Romeo,17,0.0
2023,Abu Dhabi Grand Prix,Sainz,Ferrari,18,0.0
2023,Abu Dhabi Grand Prix,Bottas,Alfa Romeo,19,0.0
2023,Abu Dhabi Grand Prix,Magnussen,Haas F1 Team,20,0.0
2023,Australian Grand Prix,Verstappen,Red Bull,1,25.0
2023,Australian Grand Prix,Hamilton,Mercedes,2,18.0
2023,Australian Grand Prix,Alonso,Aston Martin,3,15.0
2023,Australian Grand Prix,Stroll,Aston Martin,4,12.0
2023,Australian Grand Prix,Pérez,Red Bull,5,11.0
2023,Australian Grand Prix,Norris,McLaren,6,8.0
2023,Australian Grand Prix,Hülkenberg,Haas F1 Team,7,6.0
2023,Australian Grand Prix,Piastri,McLaren,8,4.0
2023,Australian Grand Prix,Zhou,Alfa Romeo,9,2.0
2023,Australian Grand Prix,Tsunoda,AlphaTauri,10,1.0
2023,Australian Grand Prix,Bottas,Alfa Romeo,11,0.0
2023,Australian Grand Prix,Sainz,Ferrari,12,0.0
2023,Australian Grand Prix,Gasly,Alpine F1 Team,13,0.0
2023,Australian Grand Prix,Ocon,Alpine F1 Team,14,0.0
2023,Australian Grand Prix,de Vries,AlphaTauri,15,0.0
2023,Australian Grand Prix,Sargeant,Williams,16,0.0
2023,Australian Grand Prix,Magnussen,Haas F1 Team,17,0.0
2023,Australian Grand Prix,Russell,Mercedes,18,0.0
2023,Australian Grand Prix,Albon,Williams,19,0.0
2023,Australian Grand Prix,Leclerc,Ferrari,20,0.0
2023,Austrian Grand Prix,Verstappen,Red Bull,1,26.0
2023,Austrian Grand Prix,Leclerc,Ferrari,2,18.0
2023,Austrian Grand Prix,Pérez,Red Bull,3,15.0
2023,Austrian Grand Prix,Norris,McLaren,4,12.0
2023,Austrian Grand Prix,Alonso,Aston Martin,5,10.0
2023,Austrian Grand Prix,Sainz,Ferrari,6,8.0
2023,Austrian Grand Prix,Russell,Mercedes,7,6.0
2023,Austrian Grand Prix,Hamilton,Mercedes,8,4.0
2023,Austrian Grand Prix,Stroll,Aston Martin,9,2.0
2023,Austrian Grand Prix,Gasly,Alpine F1 Team,10,1.0
2023,Austrian Grand Prix,Albon,Williams,11,0.0
2023,Austrian Grand Prix,Zhou,Alfa Romeo,12,0.0
2023,Austrian Grand Prix,Sargeant,Williams,13,0.0
2023,Austrian Grand Prix,Ocon,Alpine F1 Team,14,0.0
2023,Austrian Grand Prix,Bottas,Alfa Romeo,15,0.0
2023,Austrian Grand Prix,Piastri,McLaren,16,0.0
2023,Austrian Grand Prix,de Vries,AlphaTauri,17,0.0
2023,Austrian Grand Prix,Magnussen,Haas F1 Team,18,0.0
2023,Austrian Grand Prix,Tsunoda,AlphaTauri,19,0.0
2023,Austrian Grand Prix,Hülkenberg,Haas F1 Team,20,0.0
2023,Azerbaijan Grand Prix,Pérez,Red Bull,1,25.0
2023,Azerbaijan Grand Prix,Verstappen,Red Bull,2,18.0
2023,Azerbaijan Grand Prix,Leclerc,Ferrari,3,15.0
2023,Azerbaijan Grand Prix,Alonso,Aston Martin,4,12.0
2023,Azerbaijan Grand Prix,Sainz,Ferrari,5,10.0
2023,Azerbaijan Grand Prix,Hamilton,Mercedes,6,8.0
2023,Azerbaijan Grand Prix,Stroll,Aston Martin,7,6.0
2023,Azerbaijan Grand Prix,Russell,Mercedes,8,5.0
2023,Azerbaijan Grand Prix,Norris,McLaren,9,2.0
2023,Azerbaijan Grand Prix,Tsunoda,AlphaTauri,10,1.0
2023,Azerbaijan Grand Prix,Piastri,McLaren,11,0.0
2023,Azerbaijan Grand Prix,Albon,Williams,12,0.0
2023,Azerbaijan Grand Prix,Magnussen,Haas F1 Team,13,0.0
2023,Azerbaijan Grand Prix,Gasly,Alpine F1 Team,14,0.0
2023,Azerbaijan Grand Prix,Ocon,Alpine F1 Team,15,0.0
2023,Azerbaijan Grand Prix,Sargeant,Williams,16,0.0
2023,Azerbaijan Grand Prix,Hülkenberg,Haas F1 Team,17,0.0
2023,Azerbaijan Grand Prix,Bottas,Alfa Romeo,18,0.0
2023,Azerbaijan Grand Prix,Zhou,Alfa Romeo,19,0.0
2023,Azerbaijan Grand Prix,de Vries,AlphaTauri,20,0.0
2023,Bahrain Grand Prix,Verstappen,Red Bull,1,25.0
2023,Bahrain Grand Prix,Pérez,Red Bull,2,18.0
2023,Bahrain Grand Prix,Alonso,Aston Martin,3,15.0
2023,Bahrain Grand Prix,Sainz,Ferrari,4,12.0
2023,Bahrain Grand Prix,Hamilton,Mercedes,5,10.0
2023,Bahrain Grand Prix,Stroll,Aston Martin,6,8.0
2023,Bahrain Grand Prix,Russell,Mercedes,7,6.0
2023,Bahrain Grand Prix,Bottas,Alfa Romeo,8,4.0
2023,Bahrain Grand Prix,Gasly,Alpine F1 Team,9,2.0
2023,Bahrain Grand Prix,Albon,Williams,10,1.0
2023,Bahrain Grand Prix,Tsunoda,AlphaTauri,11,0.0
2023,Bahrain Grand Prix,Sargeant,Williams,12,0.0
2023,Bahrain Grand Prix,Magnussen,Haas F1 Team,13,0.0
2023,Bahrain Grand Prix,de Vries,AlphaTauri,14,0.0
2023,Bahrain Grand Prix,Hülkenberg,Haas F1 Team,15,0.0
2023,Bahrain Grand Prix,Zhou,Alfa Romeo,16,0.0
2023,Bahrain Grand Prix,Norris,McLaren,17,0.0
2023,Bahrain Grand Prix,Ocon,Alpine F1 Team,18,0.0
2023,Bahrain Grand Prix,Leclerc,Ferrari,19,0.0
2023,Bahrain Grand Prix,Piastri,McLaren,20,0.0
2023,Belgian Grand Prix,Verstappen,Red Bull,1,25.0
2023,Belgian Grand Prix,Pérez,Red Bull,2,18.0
2023,Belgian Grand Prix,Leclerc,Ferrari,3,15.0
2023,Belgian Grand Prix,Hamilton,Mercedes,4,13.0
2023,Belgian Grand Prix,Alonso,Aston Martin,5,10.0
2023,Belgian Grand Prix,Russell,Mercedes,6,8.0
2023,Belgian Grand Prix,Norris,McLaren,7,6.0
2023,Belgian Grand Prix,Ocon,Alpine F1 Team,8,4.0
2023,Belgian Grand Prix,Stroll,Aston Martin,9,2.0
2023,Belgian Grand Prix,Tsunoda,AlphaTauri,10,1.0
2023,Belgian Grand Prix,Gasly,Alpine F1 Team,11,0.0
2023,Belgian Grand Prix,Bottas,Alfa Romeo,12,0.0
2023,Belgian Grand Prix,Zhou,Alfa Romeo,13,0.0
2023,Belgian Grand Prix,Albon,Williams,14,0.0
2023,Belgian Grand Prix,Magnussen,Haas F1 Team,15,0.0
2023,Belgian Grand Prix,Ricciardo,AlphaTauri,16,0.0
2023,Belgian Grand Prix,Sargeant,Williams,17,0.0
2023,Belgian Grand Prix,Hülkenberg,Haas F1 Team,18,0.0
2023,Belgian Grand Prix,Sainz,Ferrari,19,0.0
2023,Belgian Grand Prix,Piastri,McLaren,20,0.0
2023,British Grand Prix,Verstappen,Red Bull,1,26.0
2023,British Grand Prix,Norris,McLaren,2,18.0
2023,British Grand Prix,Hamilton,Mercedes,3,15.0
2023,British Grand Prix,Piastri,McLaren,4,12.0
2023,British Grand Prix,Russell,Mercedes,5,10.0
2023,British Grand Prix,Pérez,Red Bull,6,8.0
2023,British Grand Prix,Alonso,Aston Martin,7,6.0
2023,British Grand Prix,Albon,Williams,8,4.0
2023,British Grand Prix,Leclerc,Ferrari,9,2.0
2023,British Grand Prix,Sainz,Ferrari,10,1.0
2023,British Grand Prix,Sargeant,Williams,11,0.0
2023,British Grand Prix,Bottas,Alfa Romeo,12,0.0
2023,British Grand Prix,Hülkenberg,Haas F1 Team,13,0.0
2023,British Grand Prix,Stroll,Aston Martin,14,0.0
2023,British Grand Prix,Zhou,Alfa Romeo,15,0.0
2023,British Grand Prix,Tsunoda,AlphaTauri,16,0.0
2023,British Grand Prix,de Vries,AlphaTauri,17,0.0
2023,British Grand Prix,Gasly,Alpine F1 Team,18,0.0
2023,British Grand Prix,Magnussen,Haas F1 Team,19,0.0
2023,British Grand Prix,Ocon,Alpine F1 Team,20,0.0
2023,Canadian Grand Prix,Verstappen,Red Bull,1,25.0
2023,Canadian Grand Prix,Alonso,Aston Martin,2,18.0
2023,Canadian Grand Prix,Hamilton,Mercedes,3,15.0
2023,Canadian Grand Prix,Leclerc,Ferrari,4,12.0
2023,Canadian Grand Prix,Sainz,Ferrari,5,10.0
2023,Canadian Grand Prix,Pérez,Red Bull,6,9.0
2023,Canadian Grand Prix,Albon,Williams,7,6.0
2023,Canadian Grand Prix,Ocon,Alpine F1 Team,8,4.0
2023,Canadian Grand Prix,Stroll,Aston Martin,9,2.0
2023,Canadian Grand Prix,Bottas,Alfa Romeo,10,1.0
2023,Canadian Grand Prix,Piastri,McLaren,11,0.0
2023,Canadian Grand Prix,Gasly,Alpine F1 Team,12,0.0
2023,Canadian Grand Prix,Norris,McLaren,13,0.0
2023,Canadian Grand Prix,Tsunoda,AlphaTauri,14,0.0
2023,Canadian Grand Prix,Hülkenberg,Haas F1 Team,15,0.0
2023,Canadian Grand Prix,Zhou,Alfa Romeo,16,0.0
2023,Canadian Grand Prix,Magnussen,Haas F1 Team,17,0.0
2023,Canadian Grand Prix,de Vries,AlphaTauri,18,0.0
2023,Canadian Grand Prix,Russell,Mercedes,19,0.0
2023,Canadian Grand Prix,Sargeant,Williams,20,0.0
2023,Dutch Grand Prix,Verstappen,Red Bull,1,25.0
2023,Dutch Grand Prix,Alonso,Aston Martin,2,19.0
2023,Dutch Grand Prix,Gasly,Alpine F1 Team,3,15.0
2023,Dutch Grand Prix,Pérez,Red Bull,4,12.0
2023,Dutch Grand Prix,Sainz,Ferrari,5,10.0
2023,Dutch Grand Prix,Hamilton,Mercedes,6,8.0
2023,Dutch Grand Prix,Norris,McLaren,7,6.0
2023,Dutch Grand Prix,Albon,Williams,8,4.0
2023,Dutch Grand Prix,Piastri,McLaren,9,2.0
2023,Dutch Grand Prix,Ocon,Alpine F1 Team,10,1.0
2023,Dutch Grand Prix,Stroll,Aston Martin,11,0.0
2023,Dutch Grand Prix,Hülkenberg,Haas F1 Team,12,0.0
2023,Dutch Grand Prix,Lawson,AlphaTauri,13,0.0
2023,Dutch Grand Prix,Bottas,Alfa Romeo,14,0.0
2023,Dutch Grand Prix,Tsunoda,AlphaTauri,15,0.0
2023,Dutch Grand Prix,Magnussen,Haas F1 Team,16,0.0
2023,Dutch Grand Prix,Russell,Mercedes,17,0.0
2023,Dutch Grand Prix,Zhou,Alfa Romeo,18,0.0
2023,Dutch Grand Prix,Leclerc,Ferrari,19,0.0
2023,Dutch Grand Prix,Sargeant,Williams,20,0.0
2023,Hungarian Grand Prix,Verstappen,Red Bull,1,26.0
2023,Hungarian Grand Prix,Norris,McLaren,2,18.0
2023,Hungarian Grand Prix,Pérez,Red Bull,3,15.0
2023,Hungarian Grand Prix,Hamilton,Mercedes,4,12.0
2023,Hungarian Grand Prix,Piastri,McLaren,5,10.0
2023,Hungarian Grand Prix,Russell,Mercedes,6,8.0
2023,Hungarian Grand Prix,Leclerc,Ferrari,7,6.0
2023,Hungarian Grand Prix,Sainz,Ferrari,8,4.0
2023,Hungarian Grand Prix,Alonso,Aston Martin,9,2.0
2023,Hungarian Grand Prix,Stroll,Aston Martin,10,1.0
2023,Hungarian Grand Prix,Albon,Williams,11,0.0
2023,Hungarian Grand Prix,Bottas,Alfa Romeo,12,0.0
2023,Hungarian Grand Prix,Ricciardo,AlphaTauri,13,0.0
2023,Hungarian Grand Prix,Hülkenberg,Haas F1 Team,14,0.0
2023,Hungarian Grand Prix,Tsunoda,AlphaTauri,15,0.0
2023,Hungarian Grand Prix,Zhou,Alfa Romeo,16,0.0
2023,Hungarian Grand Prix,Magnussen,Haas F1 Team,17,0.0
2023,Hungarian Grand Prix,Sargeant,Williams,18,0.0
2023,Hungarian Grand Prix,Ocon,Alpine F1 Team,19,0.0
2023,Hungarian Grand Prix,Gasly,Alpine F1 Team,20,0.0
2023,Italian Grand Prix,Verstappen,Red Bull,1,25.0
2023,Italian Grand Prix,Pérez,Red Bull,2,18.0
2023,Italian Grand Prix,Sainz,Ferrari,3,15.0
2023,Italian Grand Prix,Leclerc,Ferrari,4,12.0
2023,Italian Grand Prix,Russell,Mercedes,5,10.0
2023,Italian Grand Prix,Hamilton,Mercedes,6,8.0
2023,Italian Grand Prix,Albon,Williams,7,6.0
2023,Italian Grand Prix,Norris,McLaren,8,4.0
2023,Italian Grand Prix,Alonso,Aston Martin,9,2.0
2023,Italian Grand Prix,Bottas,Alfa Romeo,10,1.0
2023,Italian Grand Prix,Lawson,AlphaTauri,11,0.0
2023,Italian Grand Prix,Piastri,McLaren,12,0.0
2023,Italian Grand Prix,Sargeant,Williams,13,0.0
2023,Italian Grand Prix,Zhou,Alfa Romeo,14,0.0
2023,Italian Grand Prix,Gasly,Alpine F1 Team,15,0.0
2023,Italian Grand Prix,Stroll,Aston Martin,16,0.0
2023,Italian Grand Prix,Hülkenberg,Haas F1 Team,17,0.0
2023,Italian Grand Prix,Magnussen,Haas F1 Team,18,0.0
2023,Italian Grand Prix,Ocon,Alpine F1 Team,19,0.0
2023,Italian Grand Prix,Tsunoda,AlphaTauri,20,0.0
2023,Japanese Grand Prix,Verstappen,Red Bull,1,26.0
2023,Japanese Grand Prix,Norris,McLaren,2,18.0
2023,Japanese Grand Prix,Piastri,McLaren,3,15.0
2023,Japanese Grand Prix,Leclerc,Ferrari,4,12.0
2023,Japanese Grand Prix,Hamilton,Mercedes,5,10.0
2023,Japanese Grand Prix,Sainz,Ferrari,6,8.0
2023,Japanese Grand Prix,Russell,Mercedes,7,6.0
2023,Japanese Grand Prix,Alonso,Aston Martin,8,4.0
2023,Japanese Grand Prix,Ocon,Alpine F1 Team,9,2.0
2023,Japanese Grand Prix,Gasly,Alpine F1 Team,10,1.0
2023,Japanese Grand Prix,Lawson,AlphaTauri,11,0.0
2023,Japanese Grand Prix,Tsunoda,AlphaTauri,12,0.0
2023,Japanese Grand Prix,Zhou,Alfa Romeo,13,0.0
2023,Japanese Grand Prix,Hülkenberg,Haas F1 Team,14,0.0
2023,Japanese Grand Prix,Magnussen,Haas F1 Team,15,0.0
2023,Japanese Grand Prix,Albon,Williams,16,0.0
2023,Japanese Grand Prix,Sargeant,Williams,17,0.0
2023,Japanese Grand Prix,Stroll,Aston Martin,18,0.0
2023,Japanese Grand Prix,Pérez,Red Bull,19,0.0
2023,Japanese Grand Prix,Bottas,Alfa Romeo,20,0.0
2023,Las Vegas Grand Prix,Verstappen,Red Bull,1,25.0
2023,Las Vegas Grand Prix,Leclerc,Ferrari,2,18.0
2023,Las Vegas Grand Prix,Pérez,Red Bull,3,15.0
2023,Las Vegas Grand Prix,Ocon,Alpine F1 Team,4,12.0
2023,Las Vegas Grand Prix,Stroll,Aston Martin,5,10.0
2023,Las Vegas Grand Prix,Sainz,Ferrari,6,8.0
2023,Las Vegas Grand Prix,Hamilton,Mercedes,7,6.0
2023,Las Vegas Grand Prix,Russell,Mercedes,8,4.0
2023,Las Vegas Grand Prix,Alonso,Aston Martin,9,2.0
2023,Las Vegas Grand Prix,Piastri,McLaren,10,2.0
2023,Las Vegas Grand Prix,Gasly,Alpine F1 Team,11,0.0
2023,Las Vegas Grand Prix,Albon,Williams,12,0.0
2023,Las Vegas Grand Prix,Magnussen,Haas F1 Team,13,0.0
2023,Las Vegas Grand Prix,Ricciardo,AlphaTauri,14,0.0
2023,Las Vegas Grand Prix,Zhou,Alfa Romeo,15,0.0
2023,Las Vegas Grand Prix,Sargeant,Williams,16,0.0
2023,Las Vegas Grand Prix,Bottas,Alfa Romeo,17,0.0
2023,Las Vegas Grand Prix,Tsunoda,AlphaTauri,18,0.0
2023,Las Vegas Grand Prix,Hülkenberg,Haas F1 Team,19,0.0
2023,Las Vegas Grand Prix,Norris,McLaren,20,0.0
2023,Mexico City Grand Prix,Verstappen,Red Bull,1,25.0
2023,Mexico City Grand Prix,Hamilton,Mercedes,2,19.0
2023,Mexico City Grand Prix,Leclerc,Ferrari,3,15.0
2023,Mexico City Grand Prix,Sainz,Ferrari,4,12.0
2023,Mexico City Grand Prix,Norris,McLaren,5,10.0
2023,Mexico City Grand Prix,Russell,Mercedes,6,8.0
2023,Mexico City Grand Prix,Ricciardo,AlphaTauri,7,6.0
2023,Mexico City Grand Prix,Piastri,McLaren,8,4.0
2023,Mexico City Grand Prix,Albon,Williams,9,2.0
2023,Mexico City Grand Prix,Ocon,Alpine F1 Team,10,1.0
2023,Mexico City Grand Prix,Gasly,Alpine F1 Team,11,0.0
2023,Mexico City Grand Prix,Tsunoda,AlphaTauri,12,0.0
2023,Mexico City Grand Prix,Hülkenberg,Haas F1 Team,13,0.0
2023,Mexico City Grand Prix,Zhou,Alfa Romeo,14,0.0
2023,Mexico City Grand Prix,Bottas,Alfa Romeo,15,0.0
2023,Mexico City Grand Prix,Sargeant,Williams,16,0.0
2023,Mexico City Grand Prix,Stroll,Aston Martin,17,0.0
2023,Mexico City Grand Prix,Alonso,Aston Martin,18,0.0
2023,Mexico City Grand Prix,Magnussen,Haas F1 Team,19,0.0
2023,Mexico City Grand Prix,Pérez,Red Bull,20,0.0
2023,Miami Grand Prix,Verstappen,Red Bull,1,26.0
2023,Miami Grand Prix,Pérez,Red Bull,2,18.0
2023,Miami Grand Prix,Alonso,Aston Martin,3,15.0
2023,Miami Grand Prix,Russell,Mercedes,4,12.0
2023,Miami Grand Prix,Sainz,Ferrari,5,10.0
2023,Miami Grand Prix,Hamilton,Mercedes,6,8.0
2023,Miami Grand Prix,Leclerc,Ferrari,7,6.0
2023,Miami Grand Prix,Gasly,Alpine F1 Team,8,4.0
2023,Miami Grand Prix,Ocon,Alpine F1 Team,9,2.0
2023,Miami Grand Prix,Magnussen,Haas F1 Team,10,1.0
2023,Miami Grand Prix,Tsunoda,AlphaTauri,11,0.0
2023,Miami Grand Prix,Stroll,Aston Martin,12,0.0
2023,Miami Grand Prix,Bottas,Alfa Romeo,13,0.0
2023,Miami Grand Prix,Albon,Williams,14,0.0
2023,Miami Grand Prix,Hülkenberg,Haas F1 Team,15,0.0
2023,Miami Grand Prix,Zhou,Alfa Romeo,16,0.0
2023,Miami Grand Prix,Norris,McLaren,17,0.0
2023,Miami Grand Prix,de Vries,AlphaTauri,18,0.0
